pair,base_bar,signal_bar,float_pct,tp_pct,sl_pct,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals
BTC-USDT-SWAP,30m,4H,0.002,0.02,0.015,300.0,0,-100.0,37,14,23,37.838,101.19,0.723,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.02,0.02,300.0,0,-100.0,49,23,26,46.939,103.557,0.8,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.03,0.005,300.0,0,-100.0,87,12,75,13.793,100.87,0.773,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.03,0.008,300.0,0,-100.0,71,14,57,19.718,103.125,0.791,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.03,0.01,300.0,0,-100.0,82,20,62,24.39,100.889,0.85,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.03,0.015,300.0,0,-100.0,105,35,70,33.333,102.404,0.906,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.002,0.03,0.02,300.0,0,-100.0,50,19,31,38.0,100.0,0.846,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.006,0.005,300.0,4143.0,1281.0,4258,2439,1819,57.28,57.183,1.117,52.572,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.006,0.008,300.0,8856.0,2852.0,4258,2941,1317,69.07,48.333,1.241,117.045,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.006,0.01,300.0,11370.0,3690.0,4258,3158,1100,74.166,42.424,1.305,151.436,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.006,0.015,300.0,14085.0,4595.0,4258,3463,795,81.329,55.97,1.361,188.577,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.006,0.02,300.0,13392.0,4364.0,4258,3607,651,84.711,44.0,1.319,179.097,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.008,0.005,300.0,0,-100.0,2687,1232,1455,45.85,101.583,0.988,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.008,0.008,300.0,4182.0,1294.0,4258,2476,1782,58.149,96.498,1.081,53.105,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.008,0.01,300.0,6720.0,2140.0,4258,2721,1537,63.903,74.091,1.127,87.825,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.008,0.015,300.0,10299.0,3333.0,4258,3107,1151,72.969,81.197,1.181,136.785,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.008,0.02,300.0,8322.0,2674.0,4258,3289,969,77.243,65.736,1.131,109.74,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.01,0.005,300.0,0,-100.0,737,288,449,39.077,100.536,0.962,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.01,0.008,300.0,0,-100.0,718,353,365,49.164,101.431,0.967,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.01,0.01,300.0,0,-100.0,2733,1498,1235,54.812,100.326,0.992,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.01,0.015,300.0,3666.0,1122.0,4258,2770,1488,65.054,91.667,1.047,46.047,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.01,0.02,300.0,0,-100.0,2680,1872,808,69.851,101.767,0.993,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.015,0.005,300.0,0,-100.0,577,168,409,29.116,101.124,0.958,-4.104,4388
BTC-USDT-SWAP,30m,4H,0.0025,0.015,0.008,300.0,0,-100.0,137,49,88,35.766,103.046,0.866,-4.104,4388
