pair,mode,signal_bar,float_pct,tp_pct,sl_pct,confirm,min_amp,max_amp,initial,final,total_return_pct,trades,wins,losses,win_rate_pct,max_dd_pct,profit_factor,monthly_pct,n_signals,y2024_end,y2024_pnl_pct,y2025_end,y2025_pnl_pct,y2026_end,y2026_pnl_pct
BTC-USDT-SWAP,reversal,4H,0.003,0.006,0.02,1,0.0,10.0,148.0,1.31,-99.12,1734,1089,645,62.8,99.98,0.992,-4.068,4388,515.05,248.01,1.87,-99.64,1.31,-30.07
BTC-USDT-SWAP,reversal,4H,0.003,0.006,0.025,1,0.0,10.0,148.0,1.15,-99.22,1734,1092,642,62.98,99.97,0.99,-4.072,4388,419.99,183.78,2.6,-99.38,1.15,-55.91
BTC-USDT-SWAP,reversal,4H,0.003,0.006,0.03,1,0.0,10.0,148.0,1.0,-99.32,1734,1094,640,63.09,99.98,0.991,-4.076,4388,552.07,273.02,2.03,-99.63,1.0,-50.81
BTC-USDT-SWAP,reversal,4H,0.003,0.008,0.01,1,0.0,10.0,148.0,0.0,-100.0,1734,851,883,49.08,100.0,0.905,-4.104,4388,56.49,-61.83,0.0,-100.0,0.0,-99.89
BTC-USDT-SWAP,reversal,4H,0.003,0.008,0.015,1,0.0,10.0,148.0,0.0,-100.0,1734,879,855,50.69,100.0,0.925,-4.104,4388,46.99,-68.25,0.0,-100.0,0.0,-99.89
BTC-USDT-SWAP,reversal,4H,0.003,0.008,0.02,1,0.0,10.0,148.0,0.0,-100.0,1734,889,845,51.27,100.0,0.943,-4.104,4388,99.75,-32.6,0.0,-100.0,0.0,-99.86
BTC-USDT-SWAP,reversal,4H,0.003,0.008,0.025,1,0.0,10.0,148.0,0.0,-100.0,1734,892,842,51.44,100.0,0.931,-4.104,4388,73.14,-50.58,0.0,-100.0,0.0,-99.89
BTC-USDT-SWAP,reversal,4H,0.003,0.008,0.03,1,0.0,10.0,148.0,0.0,-100.0,1734,895,839,51.61,100.0,0.95,-4.104,4388,153.1,3.45,0.0,-100.0,0.0,-99.86
BTC-USDT-SWAP,reversal,4H,0.003,0.01,0.01,1,0.0,10.0,148.0,0.0,-100.0,1734,757,977,43.66,100.0,0.827,-4.104,4388,12.89,-91.29,0.0,-100.0,0.0,-99.97
BTC-USDT-SWAP,reversal,4H,0.003,0.01,0.015,1,0.0,10.0,148.0,0.0,-100.0,1734,782,952,45.1,100.0,0.851,-4.104,4388,9.04,-93.89,0.0,-100.0,0.0,-99.99
